timestamp,session_id,categoria_busqueda,posicion,posicion_global,nombre_completo,url,precio_eur,precio_original,descuento,bodega,region,año,rating,num_reviews,categoria_calidad,tipo_vino,disponibilidad,archivo_origen,nombre_vino,pagina,posicion_pagina
2025-07-17 12:24:56,20250717_122456,Moscatel_Empordà,1,1,"Mustiguillo Moscatel 2023 Empordà, España Frutal 4.15",https://www.vivino.com/mustiguillo-moscatel/w/962905?year=2023,28.45,,,Mustiguillo,Empordà,2023.0,4.15,1358,Good Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Mustiguillo Moscatel,1,2
2025-07-17 12:24:56,20250717_122456,Sauvignon Blanc_Valdeorras,2,2,"Castro Martín Sauvignon Blanc 2019 Valdeorras, España Joven 3.91",https://www.vivino.com/castro-martín-sauvignon blanc/w/785088?year=2019,16.36,,,Castro Martín,Valdeorras,2019.0,3.91,910,Average,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Castro Martín Sauvignon Blanc,1,3
2025-07-17 12:24:56,20250717_122456,Pedro Ximénez_Empordà,3,3,"Cuatro Rayas Pedro Ximénez 2018 Empordà, España Frutal 4.05",https://www.vivino.com/cuatro-rayas-pedro ximénez/w/364145?year=2018,15.89,,,Cuatro Rayas,Empordà,2018.0,4.05,1850,Good Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Cuatro Rayas Pedro Ximénez,1,4
2025-07-17 12:24:56,20250717_122456,Macabeo_Valencia,4,4,"Marqués de Griñón Macabeo 2021 Valencia, España Frescura atlántica 4.59",https://www.vivino.com/marqués-de-grinón-macabeo/w/167984?year=2021,21.67,,,Marqués de Griñón,Valencia,2021.0,4.59,853,Exceptional,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Marqués de Griñón Macabeo,1,5
2025-07-17 12:24:56,20250717_122456,Moscatel_Valdeorras,5,5,"Pazo de Villarei Moscatel 2018 Valdeorras, España Cítrico 4.4",https://www.vivino.com/pazo-de-villarei-moscatel/w/423850?year=2018,21.95,,,Pazo de Villarei,Valdeorras,2018.0,4.4,695,Great Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Pazo de Villarei Moscatel,1,6
2025-07-17 12:24:56,20250717_122456,Treixadura_Jumilla,6,6,"Marqués de Riscal Sauvignon Treixadura 2021 Jumilla, España Equilibrado 3.91",https://www.vivino.com/marqués-de-riscal-sauvignon-treixadura/w/760589?year=2021,12.6,,,Marqués de Riscal Sauvignon,Jumilla,2021.0,3.91,1117,Average,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Marqués de Riscal Sauvignon Treixadura,1,7
2025-07-17 12:24:56,20250717_122456,Parellada_Ribeiro,7,7,"Menade Parellada 2021 Ribeiro, España Complejo 4.44",https://www.vivino.com/menade-parellada/w/387681?year=2021,17.32,,,Menade,Ribeiro,2021.0,4.44,207,Great Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Menade Parellada,1,8
2025-07-17 12:24:56,20250717_122456,Viura_Empordà,8,8,"La Val Viura 2018 Empordà, España Joven 4.03",https://www.vivino.com/la-val-viura/w/261587?year=2018,29.75,,,La Val,Empordà,2018.0,4.03,1298,Good Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,La Val Viura,1,9
2025-07-17 12:24:56,20250717_122456,Chardonnay_Penedès,9,9,"Valdesil Chardonnay 2023 Penedès, España Crianza sobre lías 4.39",https://www.vivino.com/valdesil-chardonnay/w/750445?year=2023,27.53,,,Valdesil,Penedès,2023.0,4.39,1547,Great Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Valdesil Chardonnay,1,10
2025-07-17 12:24:56,20250717_122456,Pedro Ximénez_Valencia,10,10,"Granbazan Pedro Ximénez 2018 Valencia, España Mineral 3.91",https://www.vivino.com/granbazan-pedro ximénez/w/629223?year=2018,29.39,,,Granbazan,Valencia,2018.0,3.91,349,Average,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Granbazan Pedro Ximénez,1,11
2025-07-17 12:24:56,20250717_122456,Sauvignon Blanc_Conca de Barberà,11,11,"Gramona Sauvignon Blanc 2019 Conca de Barberà, España Intenso 3.98",https://www.vivino.com/gramona-sauvignon blanc/w/812749?year=2019,17.58,,,Gramona,Conca de Barberà,2019.0,3.98,500,Average,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Gramona Sauvignon Blanc,1,12
2025-07-17 12:24:56,20250717_122456,Godello_Conca de Barberà,12,12,"Granbazan Godello 2022 Conca de Barberà, España Cítrico 4.34",https://www.vivino.com/granbazan-godello/w/195784?year=2022,26.89,,,Granbazan,Conca de Barberà,2022.0,4.34,1444,Great Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Granbazan Godello,1,13
2025-07-17 12:24:56,20250717_122456,Viura_Rueda,13,13,"Pazo Baión Viura 2019 Rueda, España Joven 4.33",https://www.vivino.com/pazo-baión-viura/w/561561?year=2019,19.99,,,Pazo Baión,Rueda,2019.0,4.33,1893,Great Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Pazo Baión Viura,1,14
2025-07-17 12:24:56,20250717_122456,Gewürztraminer_Calatayud,14,14,"Rafael Palacios Gewürztraminer 2020 Calatayud, España Delicado 4.61",https://www.vivino.com/rafael-palacios-gewürztraminer/w/591350?year=2020,24.33,,,Rafael Palacios,Calatayud,2020.0,4.61,1611,Exceptional,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Rafael Palacios Gewürztraminer,1,15
2025-07-17 12:24:56,20250717_122456,Macabeo_Alella,15,15,"Hermanos Lurton Macabeo 2023 Alella, España Fermentado en barrica 4.44",https://www.vivino.com/hermanos-lurton-macabeo/w/403111?year=2023,21.43,,,Hermanos Lurton,Alella,2023.0,4.44,149,Great Value,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Hermanos Lurton Macabeo,1,16
2025-07-17 12:24:56,20250717_122456,Tempranillo Blanco_Penedès,16,16,"Belondrade y Lurton Tempranillo Blanco 2018 Penedès, España Fermentado en barrica 4.8",https://www.vivino.com/belondrade-y-lurton-tempranillo blanco/w/348970?year=2018,10.76,,,Belondrade y Lurton,Penedès,2018.0,4.8,279,Exceptional,Blanco,Disponible,vinos_blancos_generados_20250717_122456.csv,Belondrade y Lurton Tempranillo Blanco,1,17
